address,city,country,longitude,name,province_nameChanged
16701 Crabbs Branch Way,Derwood,US,-77.167475223,McDonald's,MD
2060 Verdugo Blvd,Montrose,US,-118.222331,Burger King,CA
7505 Oak Ridge Hwy,Knoxville,US,-84.09518,Bojangles' Famous Chicken 'n Biscuits,TN
904 Manhattan Ave,Brooklyn,US,-73.954221835,McDonald's,NY
5510 Mobile Hwy,Pensacola,US,-87.298292,Taco Bell,FL
2955 Walnut Hill Ln,Dallas,US,-96.87769,Whataburger,TX
600 Lola St,Helena,US,-111.971438,Subway,MT
1015 W Eldorado St,Decatur,US,-88.97083,Subway,IL
1978 E Osceola Pkwy,Kissimmee,US,-81.3645,KFC,FL
303 S Magnolia St,Tifton,US,-83.524973,Bojangles' Famous Chicken 'n Biscuits,GA
1326 E Colorado St,Glendale,US,-118.236665,McDonald's,CA
3421 Biddle Ave,Wyandotte,US,-83.14968,McDonald's,MI
95 Western Blvd,Jacksonville,US,-77.37977,Burger King,NC
251 Premier Blvd,Roanoke Rapids,US,-77.633986473,Mcdonald's,NC
928 Buford Dr,Lawrenceville,US,-83.98449,Taco Bell,GA
2229 Bessemer Rd,Birmingham,US,-86.8777,Burger King,AL
Europaallee 6,Palco,US,7.80364,Burger King,KS
1558 Memorial Dr E,Ahoskie,US,-76.97079,Wendy's,NC
223 New Highway 68,Sweetwater,US,-84.51044,McDonald's,TN
340 Longs Pond Rd,Lexington,US,-81.290525958,Love's,SC
2272 Michelson Dr,Irvine,US,-117.855,Domino's Pizza,CA
1380 W Elliot Rd,Tempe,US,-111.961205,SUBWAY,AZ
6113 W 70th St,Shreveport,US,-93.86403,Sonic Drive-In,LA
3675 Cascade Rd SW,Atlanta,US,-84.50685,Wendy's,GA
520 N Bryant Blvd,San Angelo,US,-100.44586,McDonald's,TX
1291A N Maple St,Searcy,US,-91.745280985,Sonic Drive In,AR
11521 Olive Blvd,Saint Louis,US,-90.437,McDonald's,MO
10849 S U Highway 441,Leesburg,US,-81.776476861,Burger King,FL
7395 Baltimore Annapolis Blvd,Glen Burnie,US,-76.6314,KFC,MD
3330 W Bethany Home Rd,Phoenix,US,-112.130433,Wendy's,AZ
3249 N Figueroa St,Los Angeles,US,-118.219102621,Cypress Best,CA
3108 Cleveland Blvd,Caldwell,US,-116.66537,Arctic Circle,ID
4521 Macey Ln,Lake Wales,US,-81.625,Wendy's,FL
4050 S S W Great Pkwy,Grand Prairie,US,-97.0448571,Sonic Drive In,TX
85 E Crosstimbers St,Houston,US,-95.37684,SONIC Drive In,TX
2609 W Grant Ave,Pauls Valley,US,-97.25932,KFC,OK
2201 War Admiral Way,Lexington,US,-84.428224117,Raising Cane's,KY
4885 W Tropicana Ave,Las Vegas,US,-115.207135,Carl's Jr.,NV
692 Fairview Rd,Simpsonville,US,-82.256163,McDonalds,SC
752 N Charles G Seivers Blvd,Clinton,US,-84.126045,Domino's Pizza,TN
430 San Pedro Ave,San Antonio,US,-98.496999,Wendy's,TX
2330 E Lohman Ave,Las Cruces,US,-106.75049,McDonald's,NM
1002 Peterson Ave N,Douglas,US,-82.8504,KFC,GA
2126 Morse Rd,Columbus,US,-82.9632,Wendy's,OH
1280 Lancaster Dr SE,Salem,US,-122.97977,Burger King,OR
2605 W Pleasant Grove Rd,Rogers,US,-94.138378,SUBWAY,AR
State Route 21 Navarre Rd,Massillon,US,-81.517621099,Mcdonald's,OH
2209 Oak Ridge Rd,Oak Ridge,US,-79.990748,Wendy's,NC
Plaza Blok M Ug,Niverville,US,106.797100741,Burger King,NY
10 Backus Ln,Nantucket,US,-70.097404,Siam To Go,MA
1704 S Madison,Webb City,US,-94.476109,Arby's,MO
2915 SW Cedar Hills Blvd,Beaverton,US,-122.80759,SUBWAY,OR
11201 E 71st St,Tulsa,US,-95.85207,Chick-fil-A,OK
123 E Highway 77,Newbern,US,-89.26171,Sonic Drive-In,TN
2190 Gause Blvd W,Slidell,US,-89.82537,McDonald's,LA
11960 SW Allen Blvd,Beaverton,US,-122.800017,Taco Time,OR
33953 Doheny Park Rd,San Juan Capistrano,US,-117.67625,El Pollo Loco,CA
1410 Round Rock Ave,Round Rock,US,-97.698,Bush's Chicken,TX
470 Lewis Ave,Meriden,US,-72.803698,Sarku Japan,CT
131 Elm St,Biddeford,US,-70.45818,Blimpie,ME
N Wal Mart 333 Interstate Dr,Norman,US,-97.418894533,Mcdonald's,OK
11160 Veirs Mill Rd,Silver Spring,US,-77.0544,Taco Bell,MD
600 Lanier Ave W,Fayetteville,US,-84.46770357,Chick-fil-a Truett's Luau,GA
40995 Merchants Ln,Leonardtown,US,-76.659655226,Subway,MD
6707 Westview Dr,Houston,US,-95.46942,Dairy Queen,TX
1999 S Center Dr,Alton,US,-90.172610957,Rally's,IL
11625 Island Ave,La Grande,US,-118.060592,Taco Bell,OR
601 N Highway 52,Moncks Corner,US,-79.98215,Chick-fil-A,SC
1211 E 53RD St,Anderson,US,-85.664315,Hardee's,IN
1351 Bosque Farms Blvd,Bosque Farms,US,-106.69112,Sonic Drive-In,NM
11277 Highway 27,Summerville,US,-85.33609,Taco Bell,GA
557 Us Hwy 70 W,Havelock,US,-76.921967,Wendy's,NC
1504 Turner McCall Blvd SW,Rome,US,-85.1619,McDonald's,GA
1680 Dunn Ave,Jacksonville,US,-81.676567,Papa John's Pizza,FL
2760 W Chandler Blvd,Chandler,US,-111.89025,A&W Restaurant,AZ
15100 W Whitesbridge Ave,Kerman,US,-120.065026,McDonald's,CA
156 Joshua M Freeman Blvd,Ranson,US,-77.876745,Chick-fil-A,WV
5920 W 10th St,Greeley,US,-104.776,SONIC Drive In,CO
65 S Chestnut St,Jefferson,US,-80.769627,Hardee's,OH
803 S Highway 53,La Grange,US,-85.380675,Burger King,KY
1 Meadowood Mall 104,Reno,US,-119.78141967,Hot Dog On A Stick,NV
1765 Highway 138,Conyers,US,-84.044695,McDonald's,GA
201 W Us Highway 40,Odessa,US,-93.95334,McDonald's,MO
1815 Boulder St,Denver,US,-105.008,Strongwater Spirits & Botanicals,CO
465 Hwy 12 E,Kosciusko,US,-89.578771413,Wendy's,AL
4397 Hartley Bridge Rd,Macon,US,-83.715386,Wendy's,GA
402 W Main St,Grand Prairie,US,-97.007919,Sonic,TX
797 W Orangethorpe Ave,Placentia,US,-117.88252,Jack in the Box,CA
2100 N Buckeye,Abilene,US,-97.214479889,Burger King,KS
117 Colonial Ln,Lake City,US,-84.1609,Taco Bell,TN
990 NW Eastman Pkwy,Gresham,US,-122.435513,Burger King,OR
540 Hebron Rd,Heath,US,-82.429341,Arby's,OH
10 E Belcher Rd,Foxboro,US,-71.229401162,The Break Away Sports Cafe,MA
9906 W Belleview Ave,Littleton,US,-105.10908,Domino's Pizza,CO
1733 W Oaklawn Rd,Pleasanton,US,-98.50611,McDonald's,TX
3226 Ambassador Caffery Pkwy,Lafayette,US,-92.07546,Whataburger,LA
1905 N Dale Mabry Hwy,Tampa,US,-82.505,McDonald's,FL
336 15th Ave S,Saint Petersburg,US,-82.6382,Wendy's,FL
531 Pleasant St,Attleboro,US,-71.27,McDonald's,MA
555 Willie Stargell Ave,Alameda,US,-122.28389,In-N-Out Burger,CA
3670 Cascade Rd SW,Atlanta,US,-84.50757,McDonald's,GA
2435 Spruce Hills Dr,Bettendorf,US,-90.498988,Wendy's,IA
1925 Leesburg Grove City Rd,Grove City,US,-80.1588,Wendy's,PA
103 Hulst Dr,Matamoras,US,-74.7203,Wendy's,PA
2901 Clear Acre Ln,Reno,US,-119.79207,Burger King,NV
2600 Homestead Rd,Santa Clara,US,-121.972527,Taco Bell,CA
1440 N Main St,Pocatello,US,-112.46248,Burger King,ID
1636 Barataria Blvd,Marrero,US,-90.09926,Dairy Queen,LA
1266 Canton Rd,Akron,US,-81.42773,Wendy's,OH
116 Grand Central Mall,Vienna,US,-81.55113,Steak 'n Shake,WV
3114 N Belt Hwy,Saint Joseph,US,-94.813385,Subway,MO
401 E Alessandro Blvd,Riverside,US,-117.32405,Del Taco,CA
1401 W Martin Luther King Jr Blvd,Los Angeles,US,-118.30109,Taco Bell,CA
17520 Yorba Linda Blvd,Yorba Linda,US,-117.8259,KFC,CA
1400 W Coast Hwy,Newport Beach,US,-117.91564,Taco Bell,CA
9437 Garvey Ave,South El Monte,US,-118.064043,McDonald's,CA
7566 Telegraph Rd,Alexandria,US,-77.138787,Subway,VA
3357 W Peterson Ave,Chicago,US,-87.7138,KFC,IL
130 E Sepulveda Blvd,Carson,US,-118.27383,McDonald's,CA
4692 E Michigan St,Orlando,US,-81.32754,Firehouse Subs,FL
1205 S Military Trl,Deerfield Beach,US,-80.132713,Mcdonald's,FL
3800 Peoria St,Denver,US,-104.84704,Taco Bell,CO
2690 Stirling Rd,Hollywood,US,-80.15956327,McDonald's,FL
403 E Monroe Ave,Okolona,US,-88.73722,Sonic Drive-In,MS
5721 W 86th St,Indianapolis,US,-86.262393,Taco Bell,IN
16028 Harlem Ave,Tinley Park,US,-87.794795036,Subway,IL
8641 Columbus Pike,Lewis Center,US,-83.019806,Charley's Grilled Subs,OH
7430 Louetta Rd,Spring,US,-95.52746,Whataburger,TX
2490 Shawnee Rd,Lima,US,-84.151401,Burger King,OH
180 Endicott St,Danvers,US,-70.94125,McDonald's,MA
4087 Powell Rd,Powell,US,-83.095449,Arby's,OH
6120 Central Ave,Portage,US,-87.178408,McDonald's,IN
500 S Us Hwy 17/92,Longwood,US,-81.328117847,Wendy's,FL
95 Monroe St,Detroit,US,-83.04571,Jimmy John's,MI
2035 3rd St NW,Minot,US,-101.2981,Dominos Pizza,ND
850 E US Highway 80,Forney,US,-96.44658,Wendy's,TX
2970 Anvil Block Rd,Ellenwood,US,-84.29197,Wendy's,GA
1680 W 9000 S,West Jordan,US,-111.9383,KFC,UT
185 Gause Blvd,Slidell,US,-89.777363,Burger King,LA
12881 Fm 14,Tyler,US,-95.28364,McDonald's,TX
12701 Towne Center Dr,Cerritos,US,-118.061403,McDonald's,CA
1101 N 23rd St,Broken Arrow,US,-95.7618,Wendy's,OK
800 Fairview Rd,Asheville,US,-82.50495,McDonald's,NC
1861 E 9th St,Trenton,US,-93.59746,McDonald's,MO
208 W Mason St,Mabank,US,-96.103364,Dairy Queen,TX
32435 Gratiot,Roseville,US,-82.913029,Burger King,MI
9112 S I H 35,Austin,US,-97.787981629,Whataburger,TX
2405 Royal Ln,Dallas,US,-96.898905,Jack in the Box,TX
1860 N 75th Ave,Phoenix,US,-112.220748,Taco Bell,AZ
1325 N Happy Valley Rd,Nampa,US,-116.51322,Popeyes Louisiana Kitchen,ID
217 S Dale Mabry Hwy.,Tampa,US,-82.506195008,Pei Wei,FL
420 N Redwood Rd,North Salt Lake,US,-111.92945,Quiznos,UT
1416 S Washington,Grand Forks,US,-97.045743525,Burger King,ND
30293 Mount Vernon Rd,Princess Anne,US,-75.701425,Subway,MD
145 Cemetery Rd,Lebanon,US,-85.2726,Mc Donald's,KY
2339 Frederick Ave,Baltimore,US,-76.653852,Wendy's,MD
2100 Kanoelehua Ave,Hilo,US,-155.066366,Taco Bell,HI
4166 Melrose Ave,Los Angeles,US,-118.29134,McDonald's,CA
3900 Dave Ward Dr,Conway,US,-92.495353,Subway,AR
29850 N Tatum Blvd,Cave Creek,US,-111.992545,Pizza Hut,AZ
155 County Road 6,Elkhart,US,-85.979262807,Jimmy John's,IN
2790 E Hillcrest Dr,Thousand Oaks,US,-118.83576,Wendy's,CA
14775 North Fwy,Houston,US,-95.423434,Jack in the Box,TX
675 Sam Houston Jones Pkwy,Lake Charles,US,-93.2073,SONIC Drive In,LA
3450 W Monte Vista Ave,Turlock,US,-120.888854,Wendy's,CA
1603 N Main St,Paris,US,-95.555796,Sonic,TX
1805 Silverada Blvd,Reno,US,-119.78359,KFC,NV
3302 Highway 21,Fort Mill,US,-80.933078,Bojangles' Famous Chicken 'n Biscuits,SC
309 S K Ave,Vinton,US,-92.03768,Subway,IA
3554 N Goldwater Blvd,Scottsdale,US,-111.928022,Pizza Hut,AZ
1251 12th St,Carlyle,US,-89.373093066,Hardee's / Red Burrito,IL
949 E State St,Athens,US,-82.067974,Burger King,OH
2645 N Canyon Ranch Dr,Cedar City,US,-113.0465,Carl's Jr.,UT
18780 N Highway 88,Lockeford,US,-121.1551,Taco Bell,CA
1197 N Willow Ave,Clovis,US,-119.72892798,Mcdonald's #25557,CA
7340 Westbank Expy,Marrero,US,-90.12809,Subway,LA
103 Tuscan Way,Saint Augustine,US,-81.49044,McDonald's,FL
13675 Central Ave,Chino,US,-117.688697,Farmer Boys,CA
13820 W Glendale Ave,Glendale,US,-112.357312,Jack in the Box,AZ
100 Lemieur St,Little Falls,US,-94.33816,Arby's,MN
3108 S 25th E,Idaho Falls,US,-111.98452,Jimmy John's,ID
2700 Iowa St,Lawrence,US,-95.2596,Runza,KS
1658 Tappahannock Blvd,Tappahannock,US,-76.86511,Taco Bell,VA
3651 Lapalco Blvd,Harvey,US,-90.081406,Burger King,LA
3460 E Route 66,Flagstaff,US,-111.59854,Taco Bell,AZ
2049 Cobb Pkwy NW,Kennesaw,US,-84.598721,McDonald's,GA
124 4th St SW,Devils Lake,US,-98.869495,McDonald's,ND
8960 Fletcher Pkwy,La Mesa,US,-117.00397,SUBWAY,CA
1420 E 72nd St,Tacoma,US,-122.40915,Burger King,WA
1416 Lipscomb Rd E,Wilson,US,-77.894081,McDonald's,NC
8775 Washington Blvd,Jessup,US,-76.789894,Burger King,MD
795 Ritter Dr,Beaver,US,-81.137934299,Wendy's,WV
2501 Benning Rd NE,Washington,US,-76.97058,KFC,DC
"1053 NW Civic Dr,",Gresham,US,-122.4412,Baja Fresh,OR
3311 Parmenter St,Middleton,US,-89.509604,Hardee's,WI
1100 S Gregg St,Big Spring,US,-101.47505,Rocky's,TX
Rama 9 Square,Staten Island,US,100.567486324,Chester's Grill,NY
Rt 67,Seymour,US,-73.004618313,Mcdonald's,CT
115 Truck,Jackson,US,-84.058582647,Mcdonald's,GA
7370 Spout Springs Rd,Flowery Branch,US,-83.87445,McDonald's,GA
835 W Carson St,Torrance,US,-118.28991,Jack in the Box,CA
1810 Merriman Rd,Akron,US,-81.554496,McDonald's,OH
320 Route 59,Suffern,US,-74.09758,Wendy's,NY
450 3rd St,Menasha,US,-88.447605,Taco Bell,WI
10136 Hawkinsville Rd,Warner Robins,US,-83.618014,Krystal,GA
817 Cosby Hwy,Newport,US,-83.20104,McDonald's,TN
1580 Lake Lansing Rd,East Lansing,US,-84.50487288,Burger King,MI
1591 S Main St,Las Vegas,US,-115.15404,Jack in the Box,NV
217 E Broadway,Council Bluffs,US,-95.84219,Taco John's,IA
4400 Massachusetts Ave NW,Washington,US,-77.089141,Subway,DC
7835 US Highway 80 E,Savannah,US,-80.96539,Wendy's,GA
605 W Main St,Jenks,US,-95.97646,McDonald's,OK
1243 Austin Hwy,San Antonio,US,-98.4447,Whataburger,TX
456 Blossom Hill Rd,San Jose,US,-121.8319,McDonald's,CA
6291 Lone Tree Way,Brentwood,US,-121.73585135,Carl's Jr. / Green Burrito,CA
1030 Makolu St,Pearl City,US,-157.96516,Wendy's,HI
955 N Beach St,Fort Worth,US,-97.289947,Whataburger,TX
996 Forestdale Blvd,Birmingham,US,-86.88625,Arby's,AL
2310 75th St,Woodridge,US,-88.037915,McDonald's,IL
667 S Main St,Cedar City,US,-113.06437,Subway,UT
301 W 1st St,Gothenburg,US,-100.170624,Runza,NE
915 NE Highway 99W,Mcminnville,US,-123.1887,Taco Bell,OR
2400 SE 165th Ave,Vancouver,US,-122.50278,McDonald's,WA
555 Hubbard Ave,Pittsfield,US,-73.1959,Subway,MA
955 N Harbor Blvd,Anaheim,US,-117.9237,Del Taco,CA
2201 S Broadway St,Wichita,US,-97.335872317,Sonic Drive In,KS
205 N University Ave,Little Rock,US,-92.341065,Pei Wei,AR
840 Park Ave W,Mansfield,US,-82.5459,Wendy's,OH
Sixes Rd.,Canton,US,-84.54960713,McDonald's,GA
300 McFarland Ave,Rossville,US,-85.287778,Hardee's,GA
7605 W Hillsborough Ave,Tampa,US,-82.565157544,KFC,FL
8839 Conroy Windermere Rd,Orlando,US,-81.5065,SUBWAY,FL
12497 Central Ave N E,Minneapolis,US,-93.23482,Taco John's,MN
3 4340 Kuhio Hwy,Lihue,US,-159.353712201,7-11,HI
1565 Richland Ave,Aiken,US,-81.740817,Taco Bell,SC
14124 W Newberry Rd,Newberry,US,-82.4939,McDonald's,FL
773 N Mathilda Ave,Sunnyvale,US,-122.029385,Burger King,CA
3901 E 120th Ave,Denver,US,-104.94186,Taco Bell,CO
7901 Melton Rd,Gary,US,-87.2453,Burger King,IN
451 Franklin Mills Cir,Philadelphia,US,-74.9619,Boston Market,PA
2400 14th St NW,Washington,US,-77.031844,Papa John's Pizza,DC
186 Metzler Drive #452 Harman Laurene Inc Harman Laurene Inc,Castle Rock,US,-104.860668552,Kfc,CO
905 W Main St,Tomball,US,-95.6247,Church's Chicken,TX
340 Longs Pond Rd,Lexington,US,-81.28969,McDonald's,SC
7211 Carson Blvd,Long Beach,US,-118.089531,Del Taco,CA
9100 Rothbury Dr,Montgomery Village,US,-77.18903,McDonald's,MD
6490 Milgen Rd,Columbus,US,-84.86997,Wendy's,GA
2077 S 4th Ave,Yuma,US,114.624503,Dairy Queen,AZ
2120 N Woodlawn St,Wichita,US,-97.261663,Wendy's,KS
3751 S. Hamilton Rd.,Columbus,US,-82.882828554,White Castle,OH
14591 Jefferson Davis Hwy,Woodbridge,US,-77.270506,McDonald's,VA
214 E Parkwood Ave,Friendswood,US,-95.18743,Whataburger,TX
554 Iyannough Rd,Hyannis,US,-70.288796,Wendy's,MA
5724B Thornton Ave,Newark,US,-122.027776,KFC,CA
505 E Saginaw St,Lansing,US,-84.546405,Burger King,MI
2207 E Ledbetter Dr,Dallas,US,-96.788412,Subway,TX
16846 W Bell Rd,Surprise,US,-112.4215,Pizza Hut,AZ
1604 Clearlake Rd,Cocoa,US,-80.755035,Burger King,FL
2495 E Gulf To Lake Hwy,Inverness,US,-82.39173,Wendy's,FL
411 S Miller Rd,Willard,US,-93.42432,Sonic Drive-In,MO
6028 Highway 142,Stantonville,US,-88.464276,Mcdonald's,TN
2016 Germantown Pkwy,Germantown,US,-89.807751,Arby's,TN
5915 W Sahara Ave,Las Vegas,US,-115.22286,Del Taco,NV
670 E Interstate 30,Rockwall,US,-96.467084884,Burger King,TX
1820 Lake Stevens Rd,Lake Stevens,US,-122.090904594,Burger King,WA
975 Cornwell Dr,Yukon,US,-97.74214,Taco Bell,OK
4201 N Shiloh Dr,Fayetteville,US,-94.145882,Taco Bell,AR
4353 S Figueroa St,Los Angeles,US,-118.282909,Jack in the Box,CA
3026 Goodman Rd E,Southaven,US,-89.935471,Pizza Hut,MS
9550 E Independence Blvd,Matthews,US,-80.71567,Boston Market,NC
9137 Grand River Ave,Detroit,US,-83.1305,Church's Chicken,MI
1125 Mockingbird Ln,Sulphur Springs,US,-95.59613,Chicken Express,TX
145 E Maine Ave,Nampa,US,-116.57179,KFC,ID
30105 Plymouth Rd,Livonia,US,-83.340305685,Church's Chicken,MI
6340 Sugar Creek Rd,Charlotte,US,-80.797989,Zaxby's,NC
21 Medical Center Dr,Dawsonville,US,-84.03679,Burger King,GA
1940 Linden Blvd,Brooklyn,US,-73.890393,Burger King,NY
1951 Norwich New London Tpke,Uncasville,US,-72.099127977,McDonald's,CT
681 Sycamore,Sullivan,US,-91.156395,Steak 'n Shake,MO
515 W Main St,Battle Ground,US,-122.543536705,McDonald's,WA
2183 Gulf To Bay Blvd,Clearwater,US,-82.74677,Bob Evans Restaurant,FL
1609 N Ashley St,Valdosta,US,-83.2805,Wendy's,GA
8209 Creedmoor Rd,Raleigh,US,-78.6813,Wendy's,NC
1327 S Main,Boerne,US,-98.728302288,Burger King,TX
50 Railroad Dr,Chilhowie,US,-81.680989265,Mcdonald's,VA
11530 W Burleigh St,Milwaukee,US,-88.057040077,Osgood's,WI
7790 E Mcdowell Rd,Scottsdale,US,-111.912186,Pizza Hut,AZ
6719 Bridge St,Fort Worth,US,-97.21613,Dan's Seafood & Chicken,TX
778 S Weber Rd,Romeoville,US,-88.123607115,McDonalds,IL
1350 Cedar St,Helena,US,-112.017895,Subway,MT
105 S 3rd St,Coopersburg,US,-75.385827,Burger King,PA
301 N Shackleford Rd,Little Rock,US,-92.39388,Jason's Deli,AR
2631 Skidaway Rd,Savannah,US,-81.063974,Taco Bell,GA
1703 N Missouri St,Macon,US,-92.4684,Hardee's,MO
1385 Douglas Rd,Montgomery,US,-88.319467,Burger King,IL
5260 Stockdale Hwy,Bakersfield,US,-119.05993,Chick-fil-A,CA
12921 S Highway 71,Grandview,US,-94.523663006,Burger King,MO
1 Court St,Machias,US,-67.45225,Subway,ME
24901 Santa Clara St,Hayward,US,-122.09113,Popeyes Louisiana Kitchen,CA
720 W 81st Ave,Merrillville,US,-87.34573,Steak N Shake,IN
2719 Watson Blvd,Warner Robins,US,-83.67307,Taco Bell,GA
2529 Good Hope Rd SE,Washington,US,-76.968889,McDonald's,DC
4051 Nicholasville Rd,Lexington,US,-84.52945,Subway,KY
12001 Maumelle Blvd,Maumelle,US,-92.387848955,McDonald's,AR
725 Sidney Baker St,Kerrville,US,-99.133992,Taco Bell,TX
140 Crossroads Dr,Plover,US,-89.513397,Cousins Subs,WI
116 Colony Place Rd,Plymouth,US,-70.714096,D'Angelo Grilled Sandwiches,MA
803 E 1st St,Pella,US,-92.91479,Breadeaux Pizza,IA
859 N Colony Rd,Wallingford,US,-72.81164,Popeyes Louisiana Kitchen,CT
Between 8th And 9th St,Camp Pendleton,US,-117.394917379,Sonic Drive-in (trailer),CA
100 Terrace Dr,Blytheville,US,-89.96515,Sonic Drive-In,AR
3460 150th St W,Rosemount,US,-93.1355,Burger King,MN
170 Tom Hill Sr Blvd,Macon,US,-83.689293,Taco Bell,GA
5386 Cherry Ave,Long Beach,US,-118.167599,El Pollo Loco,CA
1600 Wesel Blvd,Hagerstown,US,-77.761166,Taco Bell,MD
105 Wadsworth Blvd,Denver,US,-105.08159,Pizza Hut,CO
1238 N Ferdon Blvd,Crestview,US,-86.558846,Krystal,FL
9651 Menaul Blvd NE,Albuquerque,US,-106.5338,Wienerschnitzel,NM
5445 East Fwy,Houston,US,-95.31601,Subway,TX
2522 E University Ave,Des Moines,US,-93.569756,Aw Restaurant,IA
820 Gardens Blvd,Charlottesville,US,-78.470496,Taco Bell,VA
2013 5th Ave,Huntington,US,-82.422291,Steak Escape,WV
3130 Interstate Highway 30,Greenville,US,-96.11393,Chick-fil-A,TX
324 S Highway 24,Heyburn,US,-113.730244277,A&w,ID
4415 Western Ave,Knoxville,US,-83.985062237,KFC,TN
90 Main St,Toledo,US,-83.52379,McDonald's,OH
924 Pleasant Grove Blvd,Roseville,US,-121.286869,Wendy's,CA
500 W Madison St,Chicago,US,-87.639713,Taco Bell,IL
10661 Grand Ave,Sun City,US,-112.2896,KFC,AZ
1515 N Bob F Griffin Rd,Cameron,US,-94.216095,McDonald's,MO
2144 Center St,Berkeley,US,-122.266619,Quiznos,CA
700 Thomaston St,Zebulon,US,-84.34291,Subway,GA
150 Goodman Rd W,Southaven,US,-89.991199,Burger King,MS
20351 W Bluemound Rd,Waukesha,US,-88.16524,KFC,WI
27 Washington Ave,Portland,US,-70.251464,7-Eleven,ME
1776 N Military Trl,Boca Raton,US,-80.1227,McDonald's,FL
1931 E Oltorf St,Austin,US,-97.7352,Domino's Pizza,TX
2120 E Washington St,Mount Pleasant,US,-91.50573,Quiznos,IA
2255 Lafayette Rd,Portsmouth,US,-70.778509,Burger King,NH
10271 S Eastern Ave,Henderson,US,-115.109921504,Five Guys,NV
818 Rangeline,Joplin,US,-94.477891311,Hardee's,MO
1230 N Edgar St,Fordyce,US,-92.426565,McDonald's,AR
245 Franklin Village Dr,Franklin,US,-71.42484,Papa Gino's,MA
61550 Southgate Rd,Cambridge,US,-81.574721,Taco Bell,OH
1 S New Jersey Tpke,Penns Grove,US,-75.396611122,Burger King,NJ
2404 Market St,San Diego,US,-117.14219,Jack in the Box,CA
207 W Broadway,Louisville,US,-85.75547,McDonald's,KY
3588 Battlefield Pkwy,Fort Oglethorpe,US,-85.218034,Wendy's,GA
3123 Colby Rd,Whitehall,US,-86.321416,Burger King,MI
4720 Montgomery Blvd NE,Albuquerque,US,-106.5902,Del Taco,NM
230 S Alvarado St,Los Angeles,US,-118.272255,Burger King,CA
601 N Euclid St,Anaheim,US,-117.942030933,Jollibee,CA
16776 E Smoky Hill Rd,Aurora,US,-104.79186,Taco Bell,CO
118 Main St,South Paris,US,-70.50437,McDonald's,ME
1990 S 4th St,El Centro,US,-115.552839787,McDonald's,CA
3847 Highway 138 SE,Stockbridge,US,-84.26553,Wendy's,GA
1622 N Us Highway 1,Ormond Beach,US,-81.132856,Burger King,FL
1095 SR 28,Milford,US,-84.236342508,Steak 'n Shake,OH
6269 Pats Ranch Rd,Mira Loma,US,-117.54489,Del Taco,CA
7501 W Lake Mead Blvd,Las Vegas,US,-115.25733,Dairy Queen,NV
135 S Central Valley Hwy,Shafter,US,-119.27023,Del Taco,CA
1235 Jesse Jewell Pkwy Sw,Gainesville,US,-83.837371677,Bojangles' Famous Chicken 'n Biscuits,GA
100 S E Pkwy,Azle,US,-97.541106689,Taco Bell,TX
6884 Jordan Rd,Ramseur,US,-79.64961,Burger King,NC
5830 Brainerd Rd,Chattanooga,US,-85.2113,Chick-fil-A,TN
198 E 167th St,Bronx,US,-73.91694,Kennedy Fried Chicken & Pizza,NY
12401 Jefferson Davis Hwy,Chester,US,-77.4131,Hardee's,VA
1215 Ansborough,Waterloo,US,-92.376560907,Burger King,IA
8325 W Glendale Ave,Glendale,US,-112.23893,McDonald's,AZ
4914 W Main St,Belleville,US,-90.028056,KFC,IL
1630 Highland Ave,National City,US,-117.095878,McDonald's,CA
13429 N Hwy 183,Austin,US,-97.789006233,Pei Wei,TX
4225 N Woods Trl,Hampstead,US,-76.845667,McDonald's,MD
3449 S Kingshighway Blvd,Saint Louis,US,-90.2712,Lee's Famous Recipe Chicken,MO
1951 SE 82nd Ave,Portland,US,-122.57924,Mocha Express,OR
34850 N North Valley Pkwy,Phoenix,US,-112.130035,In-N-Out Burger,AZ
801 Gravenstein Ave,Sebastopol,US,-122.818689,McDonald's,CA
3602 Charles Blvd,Greenville,US,-77.3519,Burger King,NC
4150 N Wickham Rd,Melbourne,US,-80.672496,Wendy's,FL
7049 W Highway 98,Panama City,US,-85.730813741,Taco Bell,FL
602 Oak St,Kenova,US,-82.565538,McDonald's,WV
262 Washington St,Boston,US,-71.05787,Subway,MA
1665 S Pleasant Valley Rd,Winchester,US,-78.164840756,Taco Bell/Pizza Hut Express,VA
112 E Mills Ave,El Paso,US,-106.48844,Arby's,TX
5426 James Madison Pkwy,King George,US,-77.078805,Arby's,VA
1620 Stringtown Rd,Grove City,US,-83.046326,White Castle,OH
6033 Hwy 54 & Kk West,Osage Beach,US,-92.665863,Mcdonald's,MO
930 Lancaster Ave,Reading,US,-75.942356,Wendy's,PA
2401 Van Brunt Blvd,Kansas City,US,-94.5208,Church's Chicken,MO
3247 Battlefield Rd,Springfield,US,-93.2291,Steak 'n Shake,MO
1317 N Eaton St,Albion,US,-84.756812,KFC,MI
2231 W Ledbetter Dr,Dallas,US,-96.85496,Little Caesars Pizza,TX
2804 Commerce Dr,Coralville,US,-91.611243,Wendy's,IA
1299 National Hwy,Cumberland,US,-78.832937,Burger King,MD
4142 Ringgold Rd,Chattanooga,US,-85.245013,Wendy's,TN
2421 S Stoughton Rd,Madison,US,-89.308374968,Wendy's,WI
4810 Spring Grove Ave,Cincinnati,US,-84.513027,Rally's Hamburgers,OH
102 United Dr,Versailles,US,-84.71649,McDonald's,KY
